run_id,subject,session,band,fmin,fmax,channel_set,n_channels,win_sec,step_sec,time_center_s,acc_mean,n_trials,n_splits,elapsed_s,pipeline
21,1,7,theta,4.0,8.0,motor_17,17,0.5,0.2,2.07421875,0.29638554216867474,415,5,18.736043204999987,riem+svm_rbf_time_resolved
21,1,7,theta,4.0,8.0,motor_17,17,0.5,0.2,2.27734375,0.3373493975903615,415,5,18.736043204999987,riem+svm_rbf_time_resolved
21,1,7,theta,4.0,8.0,motor_17,17,0.5,0.2,2.48046875,0.3204819277108434,415,5,18.736043204999987,riem+svm_rbf_time_resolved
22,1,7,theta,4.0,8.0,motor_17,17,1.0,0.2,0.49609375,0.45301204819277113,415,5,13.86975163599999,riem+svm_rbf_time_resolved
22,1,7,theta,4.0,8.0,motor_17,17,1.0,0.2,0.69921875,0.4265060240963855,415,5,13.86975163599999,riem+svm_rbf_time_resolved
22,1,7,theta,4.0,8.0,motor_17,17,1.0,0.2,0.90234375,0.3445783132530121,415,5,13.86975163599999,riem+svm_rbf_time_resolved
22,1,7,theta,4.0,8.0,motor_17,17,1.0,0.2,1.10546875,0.327710843373494,415,5,13.86975163599999,riem+svm_rbf_time_resolved
22,1,7,theta,4.0,8.0,motor_17,17,1.0,0.2,1.30859375,0.3204819277108434,415,5,13.86975163599999,riem+svm_rbf_time_resolved
22,1,7,theta,4.0,8.0,motor_17,17,1.0,0.2,1.51171875,0.2819277108433735,415,5,13.86975163599999,riem+svm_rbf_time_resolved
22,1,7,theta,4.0,8.0,motor_17,17,1.0,0.2,1.71484375,0.28915662650602414,415,5,13.86975163599999,riem+svm_rbf_time_resolved
22,1,7,theta,4.0,8.0,motor_17,17,1.0,0.2,1.91796875,0.30843373493975906,415,5,13.86975163599999,riem+svm_rbf_time_resolved
22,1,7,theta,4.0,8.0,motor_17,17,1.0,0.2,2.12109375,0.30120481927710846,415,5,13.86975163599999,riem+svm_rbf_time_resolved
